Id,Tipo,Objeto_Pai,Tipo_Objeto_Pai,Descricao_Breve,Ref_Legado_Arquivo,Ref_Legado_Linhas,Desc_Abordagem,Ref_Doc_Abordagem,Ref_Doc_Linhas,Status_Documentacao,Status_Implementacao,Status_Teste_Unitario
REGRA-0043,REGRA,CB2QP019,METODO,LACO: WHILE IND LE 10 - Itera registros para tela,_LEGADO/cb2qa.esf,4034-4201,,,NOK,NOK,NOK
REGRA-0044,REGRA,CB2QP019,METODO,CONDICIONAL: IF NUM_APOLICE<>0 OR COD_CONVENIO<>0 - Verifica registro valido,_LEGADO/cb2qa.esf,4035,,,NOK,NOK,NOK
REGRA-0045,REGRA,CB2QP019,METODO,TRANSFORMACAO: Move dados basicos para linha grid,_LEGADO/cb2qa.esf,4036-4039,,,NOK,NOK,NOK
REGRA-0046,REGRA,CB2QP019,METODO,CONDICIONAL: IF TIPO_COBRANCA='1' - Formata conta corrente,_LEGADO/cb2qa.esf,4040-4063,,,NOK,NOK,NOK
REGRA-0047,REGRA,CB2QP019,METODO,CONDICIONAL: IF TIPO_COBRANCA='2' - Formata cartao credito,_LEGADO/cb2qa.esf,4065-4073,,,NOK,NOK,NOK
REGRA-0048,REGRA,CB2QP019,METODO,CONDICIONAL: ELSE - Tipo carne,_LEGADO/cb2qa.esf,4075-4077,,,NOK,NOK,NOK
REGRA-0049,REGRA,CB2QP019,METODO,TRANSFORMACAO: IND+1 e IND2+1 - Incrementa contadores,_LEGADO/cb2qa.esf,4197-4198,,,NOK,NOK,NOK
REGRA-0050,REGRA,CB2QS014,METODO,TRANSFORMACAO: Move chaves V0 para V1,_LEGADO/cb2qa.esf,7000-7007,,,NOK,NOK,NOK
REGRA-0051,REGRA,CB2QS014,METODO,CALL: CB2QP036 - Busca numero requisicao,_LEGADO/cb2qa.esf,7008,,,NOK,NOK,NOK
REGRA-0052,REGRA,CB2QS014,METODO,CONDICIONAL: IF CHAVE='1' - Erro DB2 CB2QP036,_LEGADO/cb2qa.esf,7009-7012,,,NOK,NOK,NOK
REGRA-0053,REGRA,CB2QS014,METODO,ATRIBUICAO: TIPO_REGISTRO='3' - Define tipo default,_LEGADO/cb2qa.esf,7013,,,NOK,NOK,NOK
REGRA-0054,REGRA,CB2QS014,METODO,CALL: CB2QP021 - Busca pessoa GE por movimento,_LEGADO/cb2qa.esf,7016,,,NOK,NOK,NOK
REGRA-0055,REGRA,CB2QS014,METODO,CONDICIONAL: IF CHAVE='1' - Erro DB2 CB2QP021,_LEGADO/cb2qa.esf,7017-7020,,,NOK,NOK,NOK
REGRA-0056,REGRA,CB2QS014,METODO,CONDICIONAL: IF GE_LEGADO_PESSOA NOT NRF - Pessoa encontrada,_LEGADO/cb2qa.esf,7021,,,NOK,NOK,NOK
REGRA-0057,REGRA,CB2QS014,METODO,CALL: CB2QP026 - Busca pessoa fisica,_LEGADO/cb2qa.esf,7025,,,NOK,NOK,NOK
REGRA-0058,REGRA,CB2QS014,METODO,CONDICIONAL: IF CHAVE='1' - Erro DB2 CB2QP026,_LEGADO/cb2qa.esf,7026-7029,,,NOK,NOK,NOK
REGRA-0059,REGRA,CB2QS014,METODO,CONDICIONAL: IF OD_PESSOA_FISICA NOT NRF - PF encontrada,_LEGADO/cb2qa.esf,7030,,,NOK,NOK,NOK
REGRA-0060,REGRA,CB2QS014,METODO,TRANSFORMACAO: Move dados CPF e nome PF,_LEGADO/cb2qa.esf,7031-7036,,,NOK,NOK,NOK
REGRA-0061,REGRA,CB2QS014,METODO,CALL: EZERTN - Retorna funcao,_LEGADO/cb2qa.esf,7037,,,NOK,NOK,NOK
REGRA-0062,REGRA,CB2QS014,METODO,CALL: CB2QP027 - Busca pessoa juridica,_LEGADO/cb2qa.esf,7040,,,NOK,NOK,NOK
REGRA-0063,REGRA,CB2QS014,METODO,CONDICIONAL: IF CHAVE='1' - Erro DB2 CB2QP027,_LEGADO/cb2qa.esf,7041-7044,,,NOK,NOK,NOK
REGRA-0064,REGRA,CB2QS014,METODO,CONDICIONAL: IF OD_PESSOA_JURIDICA NOT NRF - PJ encontrada,_LEGADO/cb2qa.esf,7045,,,NOK,NOK,NOK
REGRA-0065,REGRA,CB2QS014,METODO,TRANSFORMACAO: Move dados CNPJ e razao social PJ,_LEGADO/cb2qa.esf,7046-7052,,,NOK,NOK,NOK
REGRA-0066,REGRA,CB2QS014,METODO,CALL: EZERTN - Retorna funcao,_LEGADO/cb2qa.esf,7053,,,NOK,NOK,NOK
REGRA-0067,REGRA,CB2QS021,METODO,ATRIBUICAO: CB2QW003 EMPTY - Limpa workstorage,_LEGADO/cb2qa.esf,7935,,,NOK,NOK,NOK
REGRA-0068,REGRA,CB2QS021,METODO,TRANSFORMACAO: Calcula indice IND1,_LEGADO/cb2qa.esf,7936-7937,,,NOK,NOK,NOK
REGRA-0069,REGRA,CB2QS021,METODO,TRANSFORMACAO: Move dados selecionados M020,_LEGADO/cb2qa.esf,7938-7942,,,NOK,NOK,NOK
REGRA-0070,REGRA,CB2QS021,METODO,LACO: WHILE IND4 <= 500 - Busca CGCCPF correspondente,_LEGADO/cb2qa.esf,7944-7950,,,NOK,NOK,NOK
REGRA-0071,REGRA,CB2QS021,METODO,CONDICIONAL: IF chaves coincidem - Encontrou registro,_LEGADO/cb2qa.esf,7945-7948,,,NOK,NOK,NOK
REGRA-0072,REGRA,CB2QS021,METODO,CONDICIONAL: IF TIPO_COBRANCA='CONTA' - Define label conta,_LEGADO/cb2qa.esf,7952-7959,,,NOK,NOK,NOK
REGRA-0073,REGRA,CB2QS021,METODO,CONDICIONAL: IF TIPO_COBRANCA='CARTAO' - Define label cartao,_LEGADO/cb2qa.esf,7954-7959,,,NOK,NOK,NOK
REGRA-0074,REGRA,CB2QS021,METODO,CONDICIONAL: ELSE - Define label carne,_LEGADO/cb2qa.esf,7957-7959,,,NOK,NOK,NOK
REGRA-0075,REGRA,CB2QP022,METODO,TRANSFORMACAO: Move chaves para cursor,_LEGADO/cb2qa.esf,8040-8042,,,NOK,NOK,NOK
REGRA-0076,REGRA,CB2QP022,METODO,CALL: CB2QP023 - Abre cursor parcelas,_LEGADO/cb2qa.esf,8043,,,NOK,NOK,NOK
REGRA-0077,REGRA,CB2QP022,METODO,ATRIBUICAO: IND3=0 - Inicializa contador,_LEGADO/cb2qa.esf,8044,,,NOK,NOK,NOK
REGRA-0078,REGRA,CB2QP022,METODO,LACO: WHILE V0MOVDEBCC_CEF NOT NRF - Itera cursor,_LEGADO/cb2qa.esf,8045-8207,,,NOK,NOK,NOK
REGRA-0079,REGRA,CB2QP022,METODO,CALL: CB2QP024 - Fetch proximo registro,_LEGADO/cb2qa.esf,8046,,,NOK,NOK,NOK
REGRA-0080,REGRA,CB2QP022,METODO,CONDICIONAL: IF IND3 < 500 - Limite array,_LEGADO/cb2qa.esf,8048,,,NOK,NOK,NOK
REGRA-0081,REGRA,CB2QP022,METODO,CONDICIONAL: IF TIPO_COBRANCA='1' - Filtro conta,_LEGADO/cb2qa.esf,8049-8065,,,NOK,NOK,NOK
REGRA-0082,REGRA,CB2QP022,METODO,CONDICIONAL: IF COD_CONVENIO=102837 - Especial BB,_LEGADO/cb2qa.esf,8050-8060,,,NOK,NOK,NOK
REGRA-0083,REGRA,CB2QP022,METODO,CALL: CB2QS022 - Processa validacao tipo segurado,_LEGADO/cb2qa.esf,8054,,,NOK,NOK,NOK
REGRA-0084,REGRA,CB2QP022,METODO,CONDICIONAL: ELSE - Compara chave conta normal,_LEGADO/cb2qa.esf,8056-8060,,,NOK,NOK,NOK
REGRA-0085,REGRA,CB2QP022,METODO,CONDICIONAL: IF TIPO_COBRANCA='2' - Filtro cartao,_LEGADO/cb2qa.esf,8062-8074,,,NOK,NOK,NOK
REGRA-0086,REGRA,CB2QP022,METODO,CONDICIONAL: ELSE - Filtro carne,_LEGADO/cb2qa.esf,8076-8078,,,NOK,NOK,NOK
REGRA-0087,REGRA,CB2QP022,METODO,TRANSFORMACAO: Move QTD para workstorage,_LEGADO/cb2qa.esf,8204,,,NOK,NOK,NOK
REGRA-0088,REGRA,CB2QP022,METODO,ATRIBUICAO: IND3=1 ACPAG3=1 - Reset contadores,_LEGADO/cb2qa.esf,8205-8206,,,NOK,NOK,NOK
REGRA-0089,REGRA,CB2QS022,METODO,TRANSFORMACAO: IND3+1 - Incrementa contador,_LEGADO/cb2qa.esf,8227,,,NOK,NOK,NOK
REGRA-0090,REGRA,CB2QS022,METODO,TRANSFORMACAO: Move dados parcela V0 para W003,_LEGADO/cb2qa.esf,8228-8251,,,NOK,NOK,NOK
REGRA-0091,REGRA,CB2QS022,METODO,CONDICIONAL: IF SIT_COBRANCA='0' - Situacao vazia,_LEGADO/cb2qa.esf,8252-8260,,,NOK,NOK,NOK
REGRA-0092,REGRA,CB2QS022,METODO,CONDICIONAL: IF SIT_COBRANCA='8' - Situacao 2,_LEGADO/cb2qa.esf,8254-8260,,,NOK,NOK,NOK
REGRA-0093,REGRA,CB2QS022,METODO,CONDICIONAL: IF SIT_COBRANCA='9' - Situacao 3,_LEGADO/cb2qa.esf,8256-8260,,,NOK,NOK,NOK
REGRA-0094,REGRA,CB2QS022,METODO,CONDICIONAL: IF COD_CONVENIO=6114 - Regras especiais Visa Vale,_LEGADO/cb2qa.esf,8261-8276,,,NOK,NOK,NOK
REGRA-0095,REGRA,CB2QS022,METODO,CONDICIONAL: IF COD_USUARIO IN (BI0032B,BI0033B) - Devolucao,_LEGADO/cb2qa.esf,8262-8276,,,NOK,NOK,NOK
REGRA-0096,REGRA,CB2QS022,METODO,CONDICIONAL: ELSE - Define tipo cobranca debito/devolucao,_LEGADO/cb2qa.esf,8265-8276,,,NOK,NOK,NOK
REGRA-0097,REGRA,CB2QS022,METODO,CONDICIONAL: IF TIPO_REGISTRO='1' - Tipo debito,_LEGADO/cb2qa.esf,8277-8305,,,NOK,NOK,NOK
REGRA-0098,REGRA,CB2QS022,METODO,CONDICIONAL: IF TIPO_REGISTRO='2' - Tipo devolucao,_LEGADO/cb2qa.esf,8279-8305,,,NOK,NOK,NOK
REGRA-0099,REGRA,CB2QS022,METODO,CONDICIONAL: ELSE - Logica complexa tipo cobranca,_LEGADO/cb2qa.esf,8281-8305,,,NOK,NOK,NOK
REGRA-0100,REGRA,CB2QS022,METODO,CONDICIONAL: IF STATUS_CARTAO IN (CR,DV) - Devolucao cartao,_LEGADO/cb2qa.esf,8284-8305,,,NOK,NOK,NOK
REGRA-0101,REGRA,CB2QS022,METODO,CONDICIONAL: IF VLR_DEBITO=0 AND VLR_CREDITO=0 - Sem valor,_LEGADO/cb2qa.esf,8286-8305,,,NOK,NOK,NOK
REGRA-0102,REGRA,CB2QS022,METODO,CALL: CB2QP025 - Busca situacao parcela,_LEGADO/cb2qa.esf,8317,,,NOK,NOK,NOK
REGRA-0103,REGRA,CB2QS022,METODO,CONDICIONAL: IF V0PARCELA IS NRF - Parcela nao encontrada,_LEGADO/cb2qa.esf,8318-8328,,,NOK,NOK,NOK
REGRA-0104,REGRA,CB2QS022,METODO,CONDICIONAL: ELSE - Move dados parcela,_LEGADO/cb2qa.esf,8320-8328,,,NOK,NOK,NOK
REGRA-0105,REGRA,CB2QS022,METODO,CALL: RETR CB2QT02 - Busca descricao situacao,_LEGADO/cb2qa.esf,8323,,,NOK,NOK,NOK
REGRA-0106,REGRA,CB2QS022,METODO,CONDICIONAL: IF DACPARC='B' - Parcela bloqueada,_LEGADO/cb2qa.esf,8324-8326,,,NOK,NOK,NOK
REGRA-0107,REGRA,CB2QS022,METODO,CONDICIONAL: IF SIT_COBRANCA='2' - Define forma cobranca,_LEGADO/cb2qa.esf,8329-8349,,,NOK,NOK,NOK
REGRA-0108,REGRA,CB2QS022,METODO,CONDICIONAL: ELSE - Logica complexa forma cobranca,_LEGADO/cb2qa.esf,8331-8349,,,NOK,NOK,NOK
REGRA-0109,REGRA,CB2QP029,METODO,ATRIBUICAO: CB2QM030 CLEAR - Limpa tela M030,_LEGADO/cb2qa.esf,4366,,,NOK,NOK,NOK
REGRA-0110,REGRA,CB2QP029,METODO,TRANSFORMACAO: Move dados header W003 para M030,_LEGADO/cb2qa.esf,4367-4375,,,NOK,NOK,NOK
REGRA-0111,REGRA,CB2QP029,METODO,LACO: WHILE IND LE 10 - Itera registros para tela,_LEGADO/cb2qa.esf,4376-4540,,,NOK,NOK,NOK
REGRA-0112,REGRA,CB2QP029,METODO,CONDICIONAL: IF TIPO_COBRANCA<>'  ' - Registro valido,_LEGADO/cb2qa.esf,4377,,,NOK,NOK,NOK
REGRA-0113,REGRA,CB2QP029,METODO,TRANSFORMACAO: Move dados basicos parcela,_LEGADO/cb2qa.esf,4378-4383,,,NOK,NOK,NOK
REGRA-0114,REGRA,CB2QP029,METODO,CALL: RETR CB2QT01 - Busca descricao sit cobranca,_LEGADO/cb2qa.esf,4384,,,NOK,NOK,NOK
REGRA-0115,REGRA,CB2QP029,METODO,CONDICIONAL: IF COD_CONVENIO IN (900662,921286,600128) - Ajusta textos,_LEGADO/cb2qa.esf,4385-4398,,,NOK,NOK,NOK
REGRA-0116,REGRA,CB2QP029,METODO,CONDICIONAL: IF EZETST=0 - Descricao nao encontrada,_LEGADO/cb2qa.esf,4399-4401,,,NOK,NOK,NOK
REGRA-0117,REGRA,CB2QP029,METODO,CONDICIONAL: IF VLR_DEBITO<>0 - Move debito ou credito,_LEGADO/cb2qa.esf,4402-4406,,,NOK,NOK,NOK
REGRA-0118,REGRA,CB2QP029,METODO,TRANSFORMACAO: IND+1 IND3+1 - Incrementa contadores,_LEGADO/cb2qa.esf,4409-4410,,,NOK,NOK,NOK
REGRA-0119,REGRA,CB2QS031,METODO,ATRIBUICAO: IND1=IND - Salva indice,_LEGADO/cb2qa.esf,8355,,,NOK,NOK,NOK
REGRA-0120,REGRA,CB2QS032,METODO,TRANSFORMACAO: Formata codigo retorno,_LEGADO/cb2qa.esf,8446-8447,,,NOK,NOK,NOK
REGRA-0121,REGRA,CB2QS032,METODO,CONDICIONAL: IF COD_RETORNO=01 - Processamento OK,_LEGADO/cb2qa.esf,8448-8533,,,NOK,NOK,NOK
REGRA-0122,REGRA,CB2QS032,METODO,CONDICIONAL: IF COD_RETORNO IN (02,03) - OK com novo cartao,_LEGADO/cb2qa.esf,8450-8533,,,NOK,NOK,NOK
REGRA-0123,REGRA,CB2QS032,METODO,CONDICIONAL: IF COD_RETORNO=13 - Cartao vencido,_LEGADO/cb2qa.esf,8452-8533,,,NOK,NOK,NOK
REGRA-0124,REGRA,CB2QS032,METODO,CONDICIONAL: IF COD_RETORNO=14 - Cartao inexistente,_LEGADO/cb2qa.esf,8454-8533,,,NOK,NOK,NOK
REGRA-0125,REGRA,CB2QS032,METODO,CONDICIONAL: IF COD_RETORNO=11 - Cancelamento por motivos,_LEGADO/cb2qa.esf,8462-8486,,,NOK,NOK,NOK
REGRA-0126,REGRA,CB2QS032,METODO,CONDICIONAL: IF STATUS_CARTAO='  A' - Falecimento,_LEGADO/cb2qa.esf,8463-8481,,,NOK,NOK,NOK
REGRA-0127,REGRA,CB2QS032,METODO,CONDICIONAL: IF STATUS_CARTAO='  E' - Enquadrada,_LEGADO/cb2qa.esf,8465-8481,,,NOK,NOK,NOK
REGRA-0128,REGRA,CB2QS032,METODO,CONDICIONAL: IF STATUS_CARTAO='  N' - Cancelamento cliente,_LEGADO/cb2qa.esf,8467-8481,,,NOK,NOK,NOK
REGRA-0129,REGRA,CB2QS032,METODO,CONDICIONAL: IF STATUS_CARTAO='  P' - Indesejavel,_LEGADO/cb2qa.esf,8469-8481,,,NOK,NOK,NOK
REGRA-0130,REGRA,CB2QS032,METODO,CONDICIONAL: IF STATUS_CARTAO='  Z' - Renovacao,_LEGADO/cb2qa.esf,8471-8481,,,NOK,NOK,NOK
REGRA-0131,REGRA,CB2QS032,METODO,CONDICIONAL: IF COD_RETORNO=90 - Erros validacao,_LEGADO/cb2qa.esf,8487-8517,,,NOK,NOK,NOK
REGRA-0132,REGRA,CB2QS032,METODO,CONDICIONAL: IF STATUS_CARTAO='03' - Registro invalido,_LEGADO/cb2qa.esf,8488-8515,,,NOK,NOK,NOK
REGRA-0133,REGRA,CB2QS032,METODO,CONDICIONAL: IF STATUS_CARTAO='09' - Cartao invalido,_LEGADO/cb2qa.esf,8490-8515,,,NOK,NOK,NOK
REGRA-0134,REGRA,CB2QS032,METODO,CONDICIONAL: IF COD_RETORNO=12 - Fraudes,_LEGADO/cb2qa.esf,8518-8536,,,NOK,NOK,NOK
REGRA-0135,REGRA,CB2QS032,METODO,CONDICIONAL: IF STATUS_CARTAO='01' - Fraude cash,_LEGADO/cb2qa.esf,8519-8535,,,NOK,NOK,NOK
REGRA-0136,REGRA,CB2QS032,METODO,CONDICIONAL: IF STATUS_CARTAO=' F' - Falsificado,_LEGADO/cb2qa.esf,8533-8535,,,NOK,NOK,NOK
REGRA-0137,REGRA,CB2QS032,METODO,CALL: CB2QS033 - Continuacao descricoes fraude,_LEGADO/cb2qa.esf,8534,,,NOK,NOK,NOK
REGRA-0138,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' H' - Cheque sem fundo,_LEGADO/cb2qa.esf,8542-8591,,,NOK,NOK,NOK
REGRA-0139,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' J' - Cobranca parceiro,_LEGADO/cb2qa.esf,8544-8591,,,NOK,NOK,NOK
REGRA-0140,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' L' - Perda exterior,_LEGADO/cb2qa.esf,8546-8591,,,NOK,NOK,NOK
REGRA-0141,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' N' - Cobranca acordo,_LEGADO/cb2qa.esf,8548-8591,,,NOK,NOK,NOK
REGRA-0142,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' P' - Perda Brasil,_LEGADO/cb2qa.esf,8550-8591,,,NOK,NOK,NOK
REGRA-0143,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' R' - Roubo Brasil,_LEGADO/cb2qa.esf,8552-8591,,,NOK,NOK,NOK
REGRA-0144,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' S' - Suspenso,_LEGADO/cb2qa.esf,8554-8591,,,NOK,NOK,NOK
REGRA-0145,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' T' - Extravio correio,_LEGADO/cb2qa.esf,8556-8591,,,NOK,NOK,NOK
REGRA-0146,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' U' - Auto fraude exterior,_LEGADO/cb2qa.esf,8558-8591,,,NOK,NOK,NOK
REGRA-0147,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' V' - Cobranca preventiva,_LEGADO/cb2qa.esf,8560-8591,,,NOK,NOK,NOK
REGRA-0148,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' W' - Preventiva fraude,_LEGADO/cb2qa.esf,8562-8591,,,NOK,NOK,NOK
REGRA-0149,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' X' - Extravio exterior,_LEGADO/cb2qa.esf,8564-8591,,,NOK,NOK,NOK
REGRA-0150,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' Y' - Falsificado exterior,_LEGADO/cb2qa.esf,8566-8591,,,NOK,NOK,NOK
REGRA-0151,REGRA,CB2QS033,METODO,CONDICIONAL: IF STATUS_CARTAO=' Z' - Vencido,_LEGADO/cb2qa.esf,8568-8591,,,NOK,NOK,NOK
REGRA-0152,REGRA,CB2QS033,METODO,CONDICIONAL: ELSE - Cancelamento nao previsto,_LEGADO/cb2qa.esf,8570-8591,,,NOK,NOK,NOK

